Ngram,Count,Katz_Prob
"పేసర్లు జోష్ హాజల్ వుడ్",1,0.5
"జోష్ హాజల్ వుడ్ (",1,0.5
"హాజల్ వుడ్ ( 5",1,0.5
"వుడ్ ( 5 /",1,0.5
"( 5 / 8",2,0.75
"5 / 8 )",2,0.75
"ప్యాట్ కమిన్స్ ( 4",1,0.5
"కమిన్స్ ( 4 /",1,0.5
"( 4 / 21",1,0.25
"4 / 21 )",1,0.5
"/ 21 ) భారత",1,0.5
"21 ) భారత జట్టు",1,0.5
") భారత జట్టు వెన్నువిరిచారు",1,0.5
"భారత జట్టు వెన్నువిరిచారు .",1,0.5
"జట్టు వెన్నువిరిచారు . </s>",1,0.5
"వెన్నువిరిచారు . </s> </s>",1,0.5
"<s> <s> <s> తరువాత",3,0.0003157761778451434
"<s> <s> తరువాత సాయిరాం",1,0.16666666666666666
"<s> తరువాత సాయిరాం శంకర్",1,0.5
"తరువాత సాయిరాం శంకర్ హీరోగా",1,0.5
"సాయిరాం శంకర్ హీరోగా చాలా",1,0.5
"శంకర్ హీరోగా చాలా సినిమాలు",1,0.5
"హీరోగా చాలా సినిమాలు చేసిన",1,0.5
"చాలా సినిమాలు చేసిన ఏ",1,0.5
"సినిమాలు చేసిన ఏ ఒక్కటి",1,0.5
"చేసిన ఏ ఒక్కటి అతనికి",1,0.5
"ఏ ఒక్కటి అతనికి ఆశించిన",1,0.5
"ఒక్కటి అతనికి ఆశించిన స్థాయిలో",1,0.5
"అతనికి ఆశించిన స్థాయిలో విజయాన్ని",1,0.5
"ఆశించిన స్థాయిలో విజయాన్ని అందించలేదు",1,0.5
"స్థాయిలో విజయాన్ని అందించలేదు .",1,0.5
"విజయాన్ని అందించలేదు . దీంతో",1,0.5
"అందించలేదు . దీంతో పూరీ",1,0.5
". దీంతో పూరీ జగన్నాథ్",1,0.5
"దీంతో పూరీ జగన్నాథ్ తమ్ముడు",1,0.5
"పూరీ జగన్నాథ్ తమ్ముడు అనే",1,0.25
"జగన్నాథ్ తమ్ముడు అనే బ్రాండ్",1,0.5
"తమ్ముడు అనే బ్రాండ్ ఉన్న",1,0.5
"అనే బ్రాండ్ ఉన్న కూడా",1,0.5
"బ్రాండ్ ఉన్న కూడా హీరోగా",1,0.5
"ఉన్న కూడా హీరోగా సక్సెస్",1,0.5
"కూడా హీరోగా సక్సెస్ కాలేకపోయిన",1,0.5
"హీరోగా సక్సెస్ కాలేకపోయిన నటుడుగా",1,0.5
"సక్సెస్ కాలేకపోయిన నటుడుగా సాయిరాం",1,0.5
"కాలేకపోయిన నటుడుగా సాయిరాం శంకర్",1,0.5
"నటుడుగా సాయిరాం శంకర్ మిగిలిపోయాడు",1,0.5
"సాయిరాం శంకర్ మిగిలిపోయాడు .",1,0.5
"శంకర్ మిగిలిపోయాడు . </s>",1,0.5
"మిగిలిపోయాడు . </s> </s>",1,0.5
"<s> <s> <s> తాజాగా",31,0.003852469369710749
"<s> <s> తాజాగా కింగ్",1,0.016666666666666666
"<s> తాజాగా కింగ్ ఖాన్",1,0.5
"తాజాగా కింగ్ ఖాన్ షారూక్",1,0.5
"కింగ్ ఖాన్ షారూక్ నటిస్తున్న",1,0.5
"ఖాన్ షారూక్ నటిస్తున్న స్పేస్",1,0.5
"షారూక్ నటిస్తున్న స్పేస్ మూవీ",1,0.5
"నటిస్తున్న స్పేస్ మూవీ టైటిల్",1,0.5
"స్పేస్ మూవీ టైటిల్ ని",1,0.5
"మూవీ టైటిల్ ని ప్రకటించారు",1,0.5
"టైటిల్ ని ప్రకటించారు .",1,0.5
"ని ప్రకటించారు . ఇంతకాలం",1,0.5
"ప్రకటించారు . ఇంతకాలం ఈ",1,0.5
". ఇంతకాలం ఈ సినిమాకి",1,0.5
"ఇంతకాలం ఈ సినిమాకి `",1,0.5
"ఈ సినిమాకి ` సెల్యూట్",1,0.5
"సినిమాకి ` సెల్యూట్ `",1,0.5
"` సెల్యూట్ ` అనే",1,0.5
"సెల్యూట్ ` అనే టైటిల్",1,0.5
"` అనే టైటిల్ అనుకున్నా",1,0.5
"అనే టైటిల్ అనుకున్నా ఇప్పుడది",1,0.5
"టైటిల్ అనుకున్నా ఇప్పుడది మారింది",1,0.5
"అనుకున్నా ఇప్పుడది మారింది .",1,0.5
"ఇప్పుడది మారింది . స్పేస్",1,0.5
"మారింది . స్పేస్ సైంటిస్ట్",1,0.5
". స్పేస్ సైంటిస్ట్ రాకేష్",1,0.5
"స్పేస్ సైంటిస్ట్ రాకేష్ శర్మ",1,0.5
"సైంటిస్ట్ రాకేష్ శర్మ జీవితకథ",1,0.5
"రాకేష్ శర్మ జీవితకథ ఆధారంగా",1,0.5
"శర్మ జీవితకథ ఆధారంగా ఈ",1,0.5
"జీవితకథ ఆధారంగా ఈ సినిమా",1,0.5
"ఆధారంగా ఈ సినిమా రూపొందుతోంది",1,0.25
"ఈ సినిమా రూపొందుతోంది .",1,0.5
"సినిమా రూపొందుతోంది . `",1,0.25
"రూపొందుతోంది . ` భోపాల్",1,0.5
". ` భోపాల్ ఎక్స్",1,0.5
"` భోపాల్ ఎక్స్ ప్రెస్",1,0.5
"భోపాల్ ఎక్స్ ప్రెస్ `",1,0.5
"ఎక్స్ ప్రెస్ ` ఫేం",1,0.5
"ప్రెస్ ` ఫేం మహేష్",1,0.5
"` ఫేం మహేష్ మాథాయ్",1,0.5
"ఫేం మహేష్ మాథాయ్ ఈ",1,0.5
"మహేష్ మాథాయ్ ఈ చిత్రానికి",1,0.5
"మాథాయ్ ఈ చిత్రానికి దర్శకత్వం",1,0.5
"ఈ చిత్రానికి దర్శకత్వం వహిస్తున్నారు",1,0.25
"చిత్రానికి దర్శకత్వం వహిస్తున్నారు .",1,0.5
"దర్శకత్వం వహిస్తున్నారు . సిద్దార్థ్",1,0.07142857142857142
"వహిస్తున్నారు . సిద్దార్థ్ రాయ్",1,0.5
". సిద్దార్థ్ రాయ్ కపూర్",1,0.5
"సిద్దార్థ్ రాయ్ కపూర్ -",1,0.5
"రాయ్ కపూర్ - రోనీ",1,0.5
"కపూర్ - రోనీ స్క్రూవాలా",1,0.5
"- రోనీ స్క్రూవాలా సంయుక్తంగా",1,0.5
"రోనీ స్క్రూవాలా సంయుక్తంగా రాయ్",1,0.5
"స్క్రూవాలా సంయుక్తంగా రాయ్ కపూర్",1,0.5
"సంయుక్తంగా రాయ్ కపూర్ ఫిలింస్",1,0.5
"రాయ్ కపూర్ ఫిలింస్ -",1,0.5
"కపూర్ ఫిలింస్ - ఆర్ఎస్వీపీ",1,0.5
"ఫిలింస్ - ఆర్ఎస్వీపీ ఫిలింస్",1,0.5
"- ఆర్ఎస్వీపీ ఫిలింస్ పతాకాలపై",1,0.5
"ఆర్ఎస్వీపీ ఫిలింస్ పతాకాలపై నిర్మిస్తున్నారు",1,0.5
"ఫిలింస్ పతాకాలపై నిర్మిస్తున్నారు .",1,0.5
"పతాకాలపై నిర్మిస్తున్నారు . ఈ",1,0.5
"నిర్మిస్తున్నారు . ఈ చిత్రానికి",2,0.3
". ఈ చిత్రానికి రాజ్",1,0.05555555555555555
"ఈ చిత్రానికి రాజ్ నీతి",1,0.5
"చిత్రానికి రాజ్ నీతి -",1,0.5
"రాజ్ నీతి - గులామ్",1,0.5
"నీతి - గులామ్ -",1,0.5
"- గులామ్ - ది",1,0.5
"గులామ్ - ది లెజెండ్",1,0.5
"- ది లెజెండ్ ఆఫ్",1,0.5
"ది లెజెండ్ ఆఫ్ భగత్",1,0.5
"లెజెండ్ ఆఫ్ భగత్ చిత్రాల",1,0.5
"ఆఫ్ భగత్ చిత్రాల రచయిత",1,0.5
"భగత్ చిత్రాల రచయిత అంజుమ్",1,0.5
"చిత్రాల రచయిత అంజుమ్ రాజబాలి",1,0.5
"రచయిత అంజుమ్ రాజబాలి స్క్రిప్టు",1,0.5
"అంజుమ్ రాజబాలి స్క్రిప్టు రెడీ",1,0.5
"రాజబాలి స్క్రిప్టు రెడీ చేస్తున్నారు",1,0.5
"స్క్రిప్టు రెడీ చేస్తున్నారు .",1,0.5
"రెడీ చేస్తున్నారు . 2019",1,0.5
"చేస్తున్నారు . 2019 ఫిబ్రవరిలో",1,0.25
". 2019 ఫిబ్రవరిలో ఈ",1,0.5
"2019 ఫిబ్రవరిలో ఈ సినిమా",1,0.5
"ఫిబ్రవరిలో ఈ సినిమా సెట్స్",1,0.5
"ఈ సినిమా సెట్స్ పైకి",2,0.75
"సినిమా సెట్స్ పైకి వెళ్లనుంది",1,0.25
"సెట్స్ పైకి వెళ్లనుంది .",2,0.75
"పైకి వెళ్లనుంది . అంతకుముందే",1,0.25
"వెళ్లనుంది . అంతకుముందే కాస్టింగ్",1,0.5
". అంతకుముందే కాస్టింగ్ ని",1,0.5
"అంతకుముందే కాస్టింగ్ ని ఫైనల్",1,0.5
"కాస్టింగ్ ని ఫైనల్ చేయనున్నారని",1,0.5
"ని ఫైనల్ చేయనున్నారని తెలుస్తోంది",1,0.5
"ఫైనల్ చేయనున్నారని తెలుస్తోంది .",1,0.5
"చేయనున్నారని తెలుస్తోంది . వరుణ్",1,0.5
"తెలుస్తోంది . వరుణ్ తేజ్",1,0.5
". వరుణ్ తేజ్ స్పేస్",1,0.16666666666666666
"వరుణ్ తేజ్ స్పేస్ నేపథ్యంలో",1,0.5
"తేజ్ స్పేస్ నేపథ్యంలో `",1,0.5
"స్పేస్ నేపథ్యంలో ` అంతరిక్షం",1,0.5
"నేపథ్యంలో ` అంతరిక్షం `",1,0.5
"` అంతరిక్షం ` మూవీ",1,0.5
"అంతరిక్షం ` మూవీ చేస్తున్న",1,0.5
"` మూవీ చేస్తున్న వేళ",1,0.5
"మూవీ చేస్తున్న వేళ .",1,0.5
"చేస్తున్న వేళ . .",1,0.5
"వేళ . . పలువురు",1,0.125
". . పలువురు స్టార్",1,0.25
". పలువురు స్టార్ హీరోలు",1,0.25
"పలువురు స్టార్ హీరోలు స్పేస్",1,0.5
"స్టార్ హీరోలు స్పేస్ సినిమాలు",1,0.5
"హీరోలు స్పేస్ సినిమాలు చేయడంపై",1,0.5
"స్పేస్ సినిమాలు చేయడంపై జాతీయ",1,0.5
"సినిమాలు చేయడంపై జాతీయ స్థాయిలో",1,0.5
"చేయడంపై జాతీయ స్థాయిలో చర్చ",1,0.5
"జాతీయ స్థాయిలో చర్చ సాగుతోంది",1,0.5
"స్థాయిలో చర్చ సాగుతోంది .",1,0.5
"చర్చ సాగుతోంది . వరుణ్",1,0.25
"సాగుతోంది . వరుణ్ తేజ్",1,0.5
". వరుణ్ తేజ్ సినిమాకి",1,0.16666666666666666
"వరుణ్ తేజ్ సినిమాకి ప్రచారం",1,0.5
"తేజ్ సినిమాకి ప్రచారం పరంగా",1,0.5
"సినిమాకి ప్రచారం పరంగా కలిసొస్తుందనడంలో",1,0.5
"ప్రచారం పరంగా కలిసొస్తుందనడంలో సందేహం",1,0.5
"పరంగా కలిసొస్తుందనడంలో సందేహం లేదు",1,0.5
"కలిసొస్తుందనడంలో సందేహం లేదు .",1,0.5
"సందేహం లేదు . `",1,0.041666666666666664
"లేదు . ` జాతీయ",1,0.5
". ` జాతీయ అవార్డ్",1,0.5
"` జాతీయ అవార్డ్ `",1,0.5
"జాతీయ అవార్డ్ ` సినిమా",1,0.5
"అవార్డ్ ` సినిమా `",1,0.5
"` సినిమా ` ఘాజీ",1,0.5
"సినిమా ` ఘాజీ `",1,0.5
"` ఘాజీ ` ఫేం",1,0.5
"ఘాజీ ` ఫేం సంకల్ప్",1,0.5
"` ఫేం సంకల్ప్ రెడ్డి",1,0.5
"ఫేం సంకల్ప్ రెడ్డి ఈ",1,0.5
"సంకల్ప్ రెడ్డి ఈ చిత్రాన్ని",1,0.5
"రెడ్డి ఈ చిత్రాన్ని రూపొందిస్తుండడంతో",1,0.25
"ఈ చిత్రాన్ని రూపొందిస్తుండడంతో వరుణ్",1,0.5
"చిత్రాన్ని రూపొందిస్తుండడంతో వరుణ్ పేరు",1,0.5
"రూపొందిస్తుండడంతో వరుణ్ పేరు జాతీయ",1,0.5
"వరుణ్ పేరు జాతీయ స్థాయిలో",1,0.5
"పేరు జాతీయ స్థాయిలో మార్మోగుతోంది",1,0.5
"జాతీయ స్థాయిలో మార్మోగుతోంది .",1,0.5
"స్థాయిలో మార్మోగుతోంది . వరుసగా",1,0.5
"మార్మోగుతోంది . వరుసగా స్పేస్",1,0.5
". వరుసగా స్పేస్ మూవీస్",1,0.5
"వరుసగా స్పేస్ మూవీస్ వెల్లువ",1,0.5
"స్పేస్ మూవీస్ వెల్లువ చూస్తుంటే",1,0.5
"మూవీస్ వెల్లువ చూస్తుంటే భారతదేశం",1,0.5
"వెల్లువ చూస్తుంటే భారతదేశం నుంచి",1,0.5
"చూస్తుంటే భారతదేశం నుంచి హాలీవుడ్",1,0.5
"భారతదేశం నుంచి హాలీవుడ్ గట్టి",1,0.5
"నుంచి హాలీవుడ్ గట్టి పోటీ",1,0.5
"హాలీవుడ్ గట్టి పోటీ తప్పదనే",1,0.5
"గట్టి పోటీ తప్పదనే అర్థమవుతోంది",1,0.5
"పోటీ తప్పదనే అర్థమవుతోంది .",1,0.5
"తప్పదనే అర్థమవుతోంది . </s>",1,0.5
"అర్థమవుతోంది . </s> </s>",1,0.5
"<s> <s> <s> విధానం",1,6.315523556902867e-05
"<s> <s> విధానం ప్రధాన",1,0.5
"<s> విధానం ప్రధాన సూచనలు",1,0.5
"విధానం ప్రధాన సూచనలు ఉన్నాయి",1,0.5
"ప్రధాన సూచనలు ఉన్నాయి :",1,0.5
"సూచనలు ఉన్నాయి : </s>",1,0.5
"ఉన్నాయి : </s> </s>",4,0.875
": </s> </s> </s>",78,0.9935897435897436
"<s> <s> <s> ఇంట్లో",3,0.0003157761778451434
"<s> <s> ఇంట్లో ప్రోత్సాహం",1,0.16666666666666666
"<s> ఇంట్లో ప్రోత్సాహం బాగానే",1,0.5
"ఇంట్లో ప్రోత్సాహం బాగానే ఉన్నను",1,0.5
"ప్రోత్సాహం బాగానే ఉన్నను చిన్న",1,0.5
"బాగానే ఉన్నను చిన్న చిన్న",1,0.5
"ఉన్నను చిన్న చిన్న చికాకులు",1,0.5
"చిన్న చిన్న చికాకులు ఇబ్బంది",1,0.5
"చిన్న చికాకులు ఇబ్బంది కలిగిస్తాయి",1,0.5
"చికాకులు ఇబ్బంది కలిగిస్తాయి .",1,0.5
"ఇబ్బంది కలిగిస్తాయి . </s>",1,0.25
"కలిగిస్తాయి . </s> </s>",2,0.75
"<s> <s> <s> తేమ",1,6.315523556902867e-05
"<s> <s> తేమ షాక్",1,0.5
"<s> తేమ షాక్ నుండి",1,0.5
"తేమ షాక్ నుండి నమ్మకమైన",1,0.5
"షాక్ నుండి నమ్మకమైన రక్షణ",1,0.5
"కానీ కూడా ఉప్పు గాలి",1,0.5
"కూడా ఉప్పు గాలి నుండి",1,0.5
"ఉప్పు గాలి నుండి మాత్రమే",1,0.5
"గాలి నుండి మాత్రమే ;",1,0.5
"నుండి మాత్రమే ; </s>",1,0.5
"మాత్రమే ; </s> </s>",1,0.5
"; </s> </s> </s>",19,0.9736842105263158
"<s> <s> <s> 30",5,0.0005683971201212581
"<s> <s> 30 %",1,0.1
"<s> 30 % సిలబస్",1,0.5
"30 % సిలబస్ తగ్గింపు",1,0.5
"% సిలబస్ తగ్గింపు …",1,0.5
"సిలబస్ తగ్గింపు … కొత్త",1,0.5
"తగ్గింపు … కొత్త క్యాలెండర్",1,0.5
"… కొత్త క్యాలెండర్ రూపొందిస్తున్న",1,0.5
"కొత్త క్యాలెండర్ రూపొందిస్తున్న విద్యా",1,0.5
"క్యాలెండర్ రూపొందిస్తున్న విద్యా శాఖ",1,0.5
"రూపొందిస్తున్న విద్యా శాఖ </s>",1,0.5
"విద్యా శాఖ </s> </s>",1,0.5
"శాఖ </s> </s> </s>",1,0.5
"<s> <s> <s> గ్రామంలో",106,0.01332575470506505
"<s> <s> గ్రామంలో 2",3,0.02358490566037736
"<s> గ్రామంలో 2 ప్రైవేటు",3,0.8333333333333334
"గ్రామంలో 2 ప్రైవేటు వైద్య",3,0.8333333333333334
"2 ప్రైవేటు వైద్య సౌకర్యాలున్నాయి",3,0.8333333333333334
"ప్రైవేటు వైద్య సౌకర్యాలున్నాయి .",5,0.9
"వైద్య సౌకర్యాలున్నాయి . ఎమ్బీబీయెస్",2,0.3
"సౌకర్యాలున్నాయి . ఎమ్బీబీయెస్ కాకుండా",2,0.75
". ఎమ్బీబీయెస్ కాకుండా ఇతర",3,0.8333333333333334
"ఎమ్బీబీయెస్ కాకుండా ఇతర డిగ్రీ",2,0.5
"కాకుండా ఇతర డిగ్రీ చదివిన",2,0.75
"ఇతర డిగ్రీ చదివిన డాక్టరు",2,0.75
"డిగ్రీ చదివిన డాక్టరు ఒకరు",2,0.75
"డిగ్రీ లేని డాక్టరు ఒకరు",4,0.875
"లేని డాక్టరు ఒకరు ఉన్నారు",4,0.875
"డాక్టరు ఒకరు ఉన్నారు .",5,0.9
"ఒకరు ఉన్నారు . </s>",5,0.9
"ఉన్నారు . </s> </s>",35,0.9857142857142858
"<s> <s> ఎన్టీఆర్ కన్నా",1,0.08333333333333333
"<s> ఎన్టీఆర్ కన్నా మేధావివా",1,0.5
"ఎన్టీఆర్ కన్నా మేధావివా ?",1,0.5
"కన్నా మేధావివా ? :",1,0.5
"మేధావివా ? : కేసీఆర్",1,0.5
"? : కేసీఆర్ పై",1,0.5
": కేసీఆర్ పై అశ్వత్థామరెడ్డి",1,0.5
"కేసీఆర్ పై అశ్వత్థామరెడ్డి ఫైర్",1,0.5
"పై అశ్వత్థామరెడ్డి ఫైర్ </s>",1,0.5
"అశ్వత్థామరెడ్డి ఫైర్ </s> </s>",1,0.5
"ఫైర్ </s> </s> </s>",4,0.875
"<s> <s> <s> 2001",2,0.00018946570670708602
"<s> <s> 2001 అతడు",1,0.25
"<s> 2001 అతడు రాసిన",1,0.5
"2001 అతడు రాసిన",1,0.5
"అతడు రాసిన "" రాజాజీ",1,0.5
"రాసిన "" రాజాజీ :",1,0.5
"రాజాజీ : ఎ",1,0.5
"రాజాజీ : ఎ లైఫ్",1,0.5
"ఎ బయోగ్రఫీ ఆఫ్ చక్రవర్తి",1,0.5
"బయోగ్రఫీ ఆఫ్ చక్రవర్తి రాజగోపాలచారి",1,0.5
"ఆఫ్ చక్రవర్తి రాజగోపాలచారి (",1,0.5
"చక్రవర్తి రాజగోపాలచారి ( 1878",1,0.5
"రాజగోపాలచారి ( 1878 -",1,0.5
"( 1878 - 1972",1,0.5
"1878 - 1972 )",1,0.5
"- 1972 )",1,0.5
"1972 ) "" పుస్తకానికి",1,0.5
") "" పుస్తకానికి సాహిత్యాకాడమీ",1,0.5
"పుస్తకానికి సాహిత్యాకాడమీ పురస్కారం",1,0.5
"పుస్తకానికి సాహిత్యాకాడమీ పురస్కారం లభించింది",1,0.5
"సాహిత్యాకాడమీ పురస్కారం లభించింది .",1,0.5
"పురస్కారం లభించింది . </s>",1,0.5
"లభించింది . </s> </s>",4,0.875
"<s> <s> <s> అతుక్కునే",1,6.315523556902867e-05
"<s> <s> అతుక్కునే ఫింగర్",1,0.5
"<s> అతుక్కునే ఫింగర్ ఫుడ్స్",1,0.5
"అతుక్కునే ఫింగర్ ఫుడ్స్ దూరంగా",1,0.5
"ఫింగర్ ఫుడ్స్ దూరంగా ఉండండి",1,0.5
"ఫుడ్స్ దూరంగా ఉండండి .",1,0.5
"దూరంగా ఉండండి . </s>",1,0.16666666666666666
"ఉండండి . </s> </s>",2,0.75
"<s> <s> 2001 వ",1,0.25
"<s> 2001 వ .",1,0.5
"2001 వ . సంవత్సరం",1,0.5
"వ . సంవత్సరం జనాభా",1,0.5
". సంవత్సరం జనాభా లెక్కల",1,0.5
"సంవత్సరం జనాభా లెక్కల ప్రకారం",1,0.5
"జనాభా లెక్కల ప్రకారం గ్రామ",1,0.16666666666666666
"లెక్కల ప్రకారం గ్రామ జనాభా",1,0.5
"ప్రకారం గ్రామ జనాభా 1",1,0.5
"జనాభా 1",151,0.013888888888888888
"151 . ఇందులో పురుషుల",1,0.5
". ఇందులో పురుషుల సంఖ్య",1,0.5
"ఇందులో పురుషుల సంఖ్య 579",1,0.5
"గ్రామంలో నివాస గృహాలు 253",1,0.5
"నివాస గృహాలు 253 ఉన్నాయి",1,0.5
"గృహాలు 253 ఉన్నాయి .",1,0.5
"253 ఉన్నాయి . </s>",1,0.5
"<s> <s> * కీళ్ల",1,0.0078125
"<s> * కీళ్ల సమస్యలతో",1,0.5
"* కీళ్ల సమస్యలతో పాటు",1,0.5
"కీళ్ల సమస్యలతో పాటు దంత",1,0.5
"సమస్యలతో పాటు దంత సమస్యలతో",1,0.5
"పాటు దంత సమస్యలతో బాధపడేవారు",1,0.5
"దంత సమస్యలతో బాధపడేవారు ఈ",1,0.5
"సమస్యలతో బాధపడేవారు ఈ గింజలను",1,0.5
"బాధపడేవారు ఈ గింజలను ఎక్కువగా",1,0.5
"ఈ గింజలను ఎక్కువగా తీసుకోవాలి",1,0.5
"గింజలను ఎక్కువగా తీసుకోవాలి .",1,0.5
"ఎక్కువగా తీసుకోవాలి . వీటిలోని",1,0.25
"తీసుకోవాలి . వీటిలోని క్యాల్షియం",1,0.5
"దంతాలను బలంగా మారుస్తాయి .",1,0.5
"బలంగా మారుస్తాయి . </s>",1,0.5
"మారుస్తాయి . </s> </s>",1,0.5
"<s> <s> <s> రాజ్యసభకు",2,0.00018946570670708602
"<s> <s> రాజ్యసభకు ప్రకాశ్",1,0.25
"<s> రాజ్యసభకు ప్రకాశ్ కారత్",1,0.5
"రాజ్యసభకు ప్రకాశ్ కారత్ వర్గం",1,0.5
"ప్రకాశ్ కారత్ వర్గం గండి",1,0.5
"కారత్ వర్గం గండి </s>",1,0.5
"వర్గం గండి </s> </s>",1,0.5
"గండి </s> </s> </s>",1,0.5
"<s> <s> <s> ఫోటో",4,0.0004420866489832007
"<s> <s> ఫోటో స్టొరీ",2,0.375
"<s> ఫోటో స్టొరీ :",2,0.75
"ఫోటో స్టొరీ : భామామణి",1,0.25
"స్టొరీ : భామామణి నాభి",1,0.5
": భామామణి నాభి సౌందర్యం",1,0.5
"భామామణి నాభి సౌందర్యం </s>",1,0.5
"నాభి సౌందర్యం </s> </s>",1,0.5
"సౌందర్యం </s> </s> </s>",1,0.5
"<s> <s> <s> తెలుగులో",5,0.0005683971201212581
"<s> <s> తెలుగులో నందమూరి",1,0.1
"<s> తెలుగులో నందమూరి హీరో",1,0.5
"తెలుగులో నందమూరి హీరో కళ్యాణ్",1,0.5
"నందమూరి హీరో కళ్యాణ్ రామ్",1,0.5
"హీరో కళ్యాణ్ రామ్ హీరోగా",1,0.5
"కళ్యాణ్ రామ్ హీరోగా నటించినటువంటి",1,0.5
"రామ్ హీరోగా నటించినటువంటి లక్ష్మీ",1,0.5
"హీరోగా నటించినటువంటి లక్ష్మీ కళ్యాణం",1,0.5
"నటించినటువంటి లక్ష్మీ కళ్యాణం అనే",1,0.5
"లక్ష్మీ కళ్యాణం అనే చిత్రం",1,0.5
"కళ్యాణం అనే చిత్రం ద్వారా",1,0.5
"అనే చిత్రం ద్వారా తెలుగు",2,0.75
"చిత్రం ద్వారా తెలుగు సినీ",1,0.25
"ద్వారా తెలుగు సినీ పరిశ్రమకు",1,0.5
"తెలుగు సినీ పరిశ్రమకు హీరోయిన్",1,0.5
"సినీ పరిశ్రమకు హీరోయిన్ గా",1,0.5
"పరిశ్రమకు హీరోయిన్ గా పరిచయమై",1,0.5
"హీరోయిన్ గా పరిచయమై టాలీవుడ్",1,0.5
"గా పరిచయమై టాలీవుడ్ చందమామ",1,0.5
"పరిచయమై టాలీవుడ్ చందమామ గా",1,0.5
"టాలీవుడ్ చందమామ గా గుర్తింపు",1,0.5
"చందమామ గా గుర్తింపు తెచ్చుకున్న",1,0.5
"గా గుర్తింపు తెచ్చుకున్న ముంబై",1,0.25
"గుర్తింపు తెచ్చుకున్న ముంబై బ్యూటీ",1,0.5
"తెచ్చుకున్న ముంబై బ్యూటీ కాజల్",1,0.5
"ముంబై బ్యూటీ కాజల్ అగర్వాల్",1,0.5
"బ్యూటీ కాజల్ అగర్వాల్ గురించి",1,0.5
"కాజల్ అగర్వాల్ గురించి తెలుగు",1,0.5
"అగర్వాల్ గురించి తెలుగు సినీ",1,0.5
"గురించి తెలుగు సినీ .",1,0.5
"తెలుగు సినీ . .",1,0.5
"సినీ . . .",1,0.5
"<s> <s> <s> తెలుగు",14,0.0017051913603637742
"<s> <s> తెలుగు పిల్ల",1,0.03571428571428571
"<s> తెలుగు పిల్ల లిప్",1,0.5
"తెలుగు పిల్ల లిప్ కిస్",1,0.5
"పిల్ల లిప్ కిస్ కు",1,0.5
"లిప్ కిస్ కు సెన్సార్",1,0.5
"కిస్ కు సెన్సార్ అడ్డు",1,0.5
"కు సెన్సార్ అడ్డు పడుతుందా",1,0.5
"సెన్సార్ అడ్డు పడుతుందా .",1,0.5
"అడ్డు పడుతుందా . .",1,0.5
"పడుతుందా . . ?",1,0.5
". . ? </s>",34,0.3850574712643678
". ? </s> </s>",36,0.9861111111111112
"<s> <s> <s> ముఖానికి",1,6.315523556902867e-05
"<s> <s> ముఖానికి స్కార్ఫ్",1,0.5
"<s> ముఖానికి స్కార్ఫ్ కట్టుకోవాలి",1,0.5
"ముఖానికి స్కార్ఫ్ కట్టుకోవాలి .",1,0.5
"స్కార్ఫ్ కట్టుకోవాలి . మగవారికి",1,0.5
"కట్టుకోవాలి . మగవారికి 10",1,0.5
". మగవారికి 10 అడుగుల",1,0.5
"మగవారికి 10 అడుగుల దూరంలో",1,0.5
"10 అడుగుల దూరంలో ఉండాలి",1,0.5
"అడుగుల దూరంలో ఉండాలి .",1,0.5
"దూరంలో ఉండాలి . ఇవన్నీ",1,0.5
"ఉండాలి . ఇవన్నీ గుర్మీత్",1,0.5
". ఇవన్నీ గుర్మీత్ ఆదేశాలు",1,0.5
"ఇవన్నీ గుర్మీత్ ఆదేశాలు .",1,0.5
"గుర్మీత్ ఆదేశాలు . మేం",1,0.5
"ఆదేశాలు . మేం చూసేవారికి",1,0.5
". మేం చూసేవారికి దేవతల్లా",1,0.5
"మేం చూసేవారికి దేవతల్లా జీవిస్తున్నట్లు",1,0.5
"చూసేవారికి దేవతల్లా జీవిస్తున్నట్లు అనిపిస్తుంది",1,0.5
"దేవతల్లా జీవిస్తున్నట్లు అనిపిస్తుంది కానీ",1,0.5
"జీవిస్తున్నట్లు అనిపిస్తుంది కానీ .",1,0.5
"అనిపిస్తుంది కానీ . .",1,0.5
"కానీ . . మావి",1,0.014705882352941176
". . మావి వ్యభిచార",1,0.5
". మావి వ్యభిచార బతుకులు",1,0.5
"మావి వ్యభిచార బతుకులు ’",1,0.5
"వ్యభిచార బతుకులు ’ ఆమె",1,0.5
"బతుకులు ’ ఆమె వాపోయింది",1,0.5
"’ ఆమె వాపోయింది .",1,0.5
"ఆమె వాపోయింది . మొత్తానికి",1,0.5
"వాపోయింది . మొత్తానికి ఆమె",1,0.5
". మొత్తానికి ఆమె పోరాటానికి",1,0.5
"మొత్తానికి ఆమె పోరాటానికి ఫలితం",1,0.5
"ఆమె పోరాటానికి ఫలితం దక్కింది",1,0.5
"పోరాటానికి ఫలితం దక్కింది .",1,0.5
"ఫలితం దక్కింది . రేప్",1,0.5
"దక్కింది . రేప్ కేసులో",1,0.5
". రేప్ కేసులో డేరా",1,0.125
"రేప్ కేసులో డేరా బాబాను",1,0.5
"కేసులో డేరా బాబాను దోషిగా",1,0.5
"డేరా బాబాను దోషిగా తేచ్చిన",1,0.5
"బాబాను దోషిగా తేచ్చిన సీబీఐ",1,0.5
